"id" "name" "description"
8850030402 "BFT" "Blue-Fin Tunny (Thunnus Thynnus)"
8850030403 "YEF" "Yellow-Fin Tunny (Thunnus Albacares)"
8850030405 "BET" "Big-Eye Tuna (Thunnus Obesus)"
8850030701 "FRM" "Frigate Mackerel (Auxis Rochei)"
8850030702 "FRI" "Frigate Mackerel (Auxis Thazard)"
8850031201 "PLB" "Plain Bonito (Orcynopsis Unicolor)"
8850040101 "SWO" "Swordfish (Xiphias Gladius)"
8850050101 "LUV" "Luvar (Luvarus Imperialis)"
8850060101 "SAI" "Sailfish (Istiophorus Platypterus (Albicans))"
8850060301 "WMN" "White Marlin (Tetrapterus Albidus)"
8851010201 "BAF" "Barrel Fish (Hyperoglyphe Perciforma)"
8851010301 "BKF" "Blackfish (Centrolophus Niger)"
8851010302 "CBF" "Cornish Blackfish (Centrolophus Medusophagus)"
8851020203 "CBG" "NA (Cubiceps Gracilis)"
8.855e+09 "FLX" "Flatfishes (Pleuronectiformes)"
8.857e+09 "FFX" "Flatfishes (Pleuronectoidei)"
8857030000 "BTX" "Left Eyed Flatfish (Bothidae)"
8857030402 "TUR" "Turbot (Scophthalmus Maximus)"
8857030403 "BLL" "Brill (Scophthalmus Rhombus)"
8857031702 "SDF" "Scald Fish (Arnoglossus Laterna)"
8857031703 "ISF" "Imperial Scaldfish (Arnoglossus Imperialis)"
8857031706 "ART" "Spotted Scaldfish (Arnoglossus Thori)"
8857032101 "TKT" "Topknot (Zeugopterus Punctatus)"
8857032201 "NKT" "Norwegian Topknot (Phrynorhombus Norvegius)"
8857032202 "EKT" "Ekstroms Topknot (Phrynorhombus Regius)"
8857032300 "LEX" "NA (Lepidorhombus Spp)"
8857032301 "LBI" "Four Spot Megrim (Lepidorhombus Boscii)"
8857032302 "MEG" "Megrim (Lepidorhombus Whiffiagonis)"
8857040000 "PNX" "Right Eyed Flatfish (Pleuronectidae)"
8857040502 "WIT" "Witch (Glyptocephalus Cynoglossus)"
8857040603 "PLA" "American Plaice (Lr Dab) (Hippoglossoides Platessoides)"
8857040904 "DAB" "Dab (Limanda Limanda)"
8857041202 "LEM" "Lemon Sole (Microstomus Kitt)"
8857041402 "FLE" "Flounder (European) (Platichthys Flesus)"
8857041502 "PLE" "European Plaice (Pleuronectes Platessa)"
8857041801 "GLH" "Greenland Halibut (Reinhardtius Hippoglossoides)"
8857041902 "HAL" "Halibut (Hippoglossus Hippoglossus)"
8858010000 "SOX" "Soles (Soleidae)"
8858010601 "SOL" "Sole (Dover Sole) (Solea Solea (S.Vulgaris))"
8858010610 "SOS" "Sand Sole (Pegusa (Solea) Lascaris)"
8858010801 "SOT" "Solenette (Buglossidium Luteum)"
8858010902 "DGA" "NA (Microchirus (Dicologlossa) Azevia)"
8858010903 "TBS" "Thickback Sole (Microchirus Variegatus)"
8858012100 "CED" "NA (Dicologlossa)"
8858012101 "BYP" "NA (Bathysolea Profundicola)"
8858020000 "TOX" "Tongue Soles (Cynoglossidae)"
8858020201 "TES" "Tongue Sole (Cynoglossus Browni)"
8860020200 "TRI" "Trigger Fish (Balistes Spp)"
8860020205 "TRF" "Trigger Fish (Balistes Carolinensis)"
8860020501 "CDM" "NA (Canthidermis Maculatus)"
8861010102 "PFF" "Puffer Fish (Lagocephalus Lagocephalus)"
8861040101 "SUN" "Sunfish (Mola Mola)"
8861040201 "TSU" "Truncated Sunfish (Ranzania Laevis)"
9.2e+09 "MAM" "Aquatic Mammels (Mammalia)"
9.218e+09 "ODN" "Toothed Whales (Nei) (Cetacea-Odontoceti)"
9218020000 "DLP" "Dolphins (Delphinidae)"
9218020401 "DBO" "Bottlenose Dolphin (Tursiops Truncatus)"
9218020500 "DSP" "Spotted Dolphins (Stenella Spp)"
9218020504 "DST" "Striped Dolphin (Stenella Coeruleoalba)"
9218020536 "DEN" "Euphosyne Dolphin (Stenella Styx)"
9218020601 "DCO" "Common Dolphin (Delphinus Delphis)"
9218020801 "DWB" "White-Beaked Dolphin (Lagenorhynchus Albirostris)"
9218020802 "DWS" "White-Sided Dolphin (Lagenorhynchus Acutus)"
9218021101 "DDR" "Risso's Dolphin (Grampus Griseus)"
9218021401 "FKW" "False Killer Whale (Pseudorca Crassidens)"
9218021501 "PIW" "L.F.Pilot Whale (Globicephala Melaena)"
9218021601 "KIW" "Killer Whale (Orcinus Orca)"
9219020000 "BAX" "NA (Balaenopteridae)"
9999999999 "TBX" "Tube Worms (Tubeworms)"
