"id" "name" "description"
8708020102 "GAG" "Tope Shark (Galeorhinus Galeus)"
8708020201 "TIG" "Tiger Shark (Galeocerdo Cuvier)"
8708020408 "SDS" "Starry Smooth Hound (Mustelus Asterias)"
8708020409 "SMH" "Smooth Hound (Mustelus Mustelus)"
8708020410 "SMP" "NA (Mustelus Punctulatus)"
8708020601 "BSH" "Blue Shark (Prionace Glauca)"
8708030102 "HSH" "Common Hammerhead Shark (Sphyrna Zygaena)"
8708030103 "HHS" "Hammerhead Shark (Sphyrna Lewini)"
8708030105 "GHS" "Great Hammerhead Shark (Sphyrna Tudes)"
8708070100 "FCS" "NA (Pseudotriakis)"
8708070101 "FCK" "False Catshark (Pseudotriakis Microdon)"
8.709e+09 "SHX" "NA (Squaliformes)"
8.71e+09 "SHQ" "NA (Squaloidei)"
8710010000 "DGZ" "Squalid Sharks (Squalidae)"
8710010102 "GSK" "Greenland Shark (Somniosus Microcephalus)"
8710010201 "DGS" "Spurdog (Squalus Acanthias)"
8710010202 "DGB" "NA (Squalus Blainvillei)"
8710010301 "CGS" "NA (Centrophorus Granulosus)"
8710010302 "CSQ" "NA (Centrophorus Squamosus)"
8710010303 "CUY" "NA (Centrophorus Uyato)"
8710010401 "DCH" "Darkie Charlie (Dalatias (Scymnorhinus) Licha)"
8710010503 "ESP" "NA (Etmopterus Princeps)"
8710010510 "VBY" "Velvet Belly (Etmopterus Spinax)"
8710010702 "HTN" "Humantin (Oxynotus Centrina)"
8710010703 "SSK" "Sharpback Shark (Oxynotus Paradoxus)"
8710010901 "CSF" "NA (Centroscyllium Fabricii)"
8710011201 "PUS" "Portuguese Shark (Centroscymnus Coelolepis)"
8710011202 "CMS" "NA (Centroscymnus Crepidater)"
8710011401 "DAC" "NA (Daenia Calceus)"
8710011601 "SNR" "NA (Scymnodon Ringens)"
8710011602 "SNO" "NA (Scymnodon Obscurus)"
8710020204 "DGF" "NA (Squalus Fernandinus)"
8710030000 "SYE" "NA (Echinorhinidae)"
8710030100 "SYH" "NA (Echinorhinus Spp)"
8710030101 "SYS" "Spiny Shark (Echinorhinus Brucus)"
8711010000 "ASK" "Angel Sharks (Squatinidae)"
8711010103 "ALS" "Angelshark (Monkfish) (Squatina Squatina)"
8.712e+09 "SRB" "NA (Batoidimorpha)"
8.713e+09 "SRX" "NA (Rajiformes)"
8713030102 "ECR" "Common Electric Ray (Torpedo Nobiliana)"
8713030104 "ELR" "Electric Ray (Torpedo Torpedo)"
8713030105 "MER" "Marbled Electric Ray (Torpedo Marmorata)"
8713040000 "SKA" "Skates And Rays (Rajidae)"
8713040100 "SRY" "Skates And Rays (Raja Spp)"
8713040134 "SYR" "Starry Ray (Raja Radiata)"
8713040138 "BLR" "Blonde Ray (Raja Brachyura)"
8713040140 "PTR" "Painted Ray (Raja Microocellata)"
8713040141 "SDR" "Spotted Ray (Raja Montagui)"
8713040142 "ACS" "Arctic Skate (Raja Hyperborea)"
8713040143 "SKT" "Common Skate (Raja Batis)"
8713040144 "RNS" "NA (Raja Nidarosiensis)"
8713040145 "LNS" "Long-Nose Skate (Raja Oxyrinchus)"
8713040146 "SHR" "Shagreen Ray (Raja Fullonica)"
8713040147 "SAR" "Sandy Ray (Raja Circularis)"
8713040148 "CUR" "Cuckoo Ray (Raja Naevus)"
8713040150 "RDS" "Round Skate (Raja Fyllae)"
8713040151 "WSK" "White Skate (Raja Alba)"
8713040153 "RLS" "NA (Raja Lintea)"
8713040158 "UNR" "Undulate Ray (Raja Undulata)"
8713040159 "THR" "Thornback Ray (Roker) (Raja Clavata)"
8713040801 "BRP" "NA (Bathyraja (Breviraja) Pallida)"
8713040803 "BAS" "Arctic Ray (Bathyraja Spinicauda)"
8713050111 "SGR" "Sting Ray (Dasyatis Pastinacus)"
8713070204 "EGR" "Eagle Ray (Mylobatis Aquila)"
8713080205 "DVR" "Devil Ray (Mobula Mobular)"
8716020000 "RRX" "Rabbit Fishes/Ratfishes (Chimaeridae)"
8716020103 "RTF" "Ratfish (Hydrolagus Mirabilis)"
8716020202 "RBF" "Rabbit Fish(Rat-Tail) (Chimaera Monstrosa)"
8716030201 "RHA" "NA (Rhinochimaera Atlantica)"
8.717e+09 "FIS" "Boney Fish (Osteichthys)"
8729010000 "STX" "NA (Acipenseridae)"
8729010107 "STU" "(European)Sturgeon (Acipenser Sturio)"
8741010000 "EEL" "Eels (Anguillidae)"
8741010100 "ELX" "NA (Anguilla Spp)"
8741010102 "ELE" "European Eel (Anguilla Anguilla)"
8741050000 "MRX" "Moray Eels (Muraenidae)"
8741050505 "MRY" "Moray Eel (Muraena Helena)"
8741120000 "COX" "Conger Eels (Congridae)"
8741120111 "COE" "European Conger Eel (Conger Conger)"
8741150104 "SBK" "NA (Synaphobranchus Kaupi)"
8741200102 "SVB" "NA (Serrivomer Beani)"
8741200104 "SVP" "NA (Serrivomer Parabeani)"
8741210000 "SPX" "Snipe Eels (Nemichthyidae)"
8741210102 "ATI" "NA (Avocettina Infans)"
8741210202 "SPE" "Snipe Eel (Nemichthys Scolopaceus)"
8743030000 "SEX" "Spiny Eels (Notacanthidae)"
8743030204 "RSE" "Risso'S Spiny Eel (Polyacanthonotus Rissoanus)"
8743030301 "CPS" "Chemnitz'S Spiny-Eel (Notacanthus Chemnitzii)"
8743030302 "BPS" "Bonapart'S Spiny-Eel (Notacanthus Bonaparti)"
8.747e+09 "DCX" "NA (Clupeiformes-Clupeoidei)"
8747010000 "CLU" "Herrings (Clupeidae)"
8747010100 "SHD" "Shads (Alosa Spp)"
8747010107 "AAS" "Allis Shad (Alosa Alosa)"
8747010109 "TAS" "Twaite Shad (Alosa Fallax)"
8747010201 "HER" "Herring (Clupea Harengus)"
8747011701 "SPR" "Sprat (Sprattus (Clupea) Sprattus)"
8747012201 "PIL" "Pilchard (Sardina (Clupea) Pilchardus)"
8747020104 "ANE" "European Anchovy (Engraulis Encrasicolus)"
8.755e+09 "SLX" "NA (Salmoniformes-Salmonoidei)"
8755010000 "SLZ" "Salmonids (Salmonidae)"
8755010100 "WHF" "Whitefish (Coregonus Spp)"
8755010115 "PLN" "Pollan(Fw Houting) (Coregonus Lavaretus)"
8755010116 "FVE" "Powan(Vendace) (Coregonus Albula)"
8755010200 "PNK" "Pink Salmon (Oncorhynchus Spp)"
8755010201 "PIN" "Pink Salmon (Oncorhynchus Gorbuscha)"
8755010202 "CHM" "Chum Salmon (Oncorhynchus Keta)"
8755010211 "TRB" "Rainbow Trout (Oncorhynchus Mykiss)"
8755010300 "TRO" "Trouts (Salmo Spp)"
8755010305 "SAL" "N.Atlantic Salmon (Salmo Salar)"
8755010306 "TRS" "Sea Trout (Brown Trout) (Salmo Trutta)"
8755010400 "CHR" "Chars (Salvelinus Spp)"
8755010402 "ACH" "Char (Salvelinus Alpinus)"
8755010404 "BKT" "Brook Char (Salvelinus Fontinalis)"
8755010704 "FGR" "Grayling (Thymallus Thymallus)"
8755010801 "HUC" "Huchen (Hucho Hucho)"
8755030100 "SMX" "NA (Hypomesus Spp)"
8755030201 "CAP" "Capelin (Mallotus Villosus)"
8755030300 "SMO" "NA (Osmerus Spp)"
8755030301 "SME" "Smelt(Sparling) (Osmerus Eperlanus)"
8756010000 "ARG" "Argentines (Argentinidae)"
8756010203 "GSS" "Gt Silver Smelt (Argentina Silus)"
8756010209 "LSS" "Lsr Silver Smelt (Argentina Sphyraena)"
8758010101 "FPI" "European Pike (Esox Lucius)"
8758020101 "AMM" "Eastern Mud Minnow (Umbra Pygmaea)"
8758020103 "EMM" "European Mud Minnow (Umbra Krameri)"
8759010501 "PLS" "Pearlside (Maurolicus Muelleri)"
8759020107 "HTF" "Hatchet Fish (Argyropelecus Olfersi)"
8760010000 "SMY" "Smooth Heads (Alepocephalidae)"
8760010302 "ROH" "Risso'S Smooth Head (Alepocephalus Rostratus)"
8760010305 "BSD" "Baird'S Smooth Head (Alepocephalus Bairdii)"
8760010704 "CNS" "NA (Conocara Salmonea)"
8762070201 "PLR" "NA (Paralepis (Notolepis) Rissoi)"
8762070402 "PLC" "NA (Paralepis Coregonoides)"
8762140000 "MYX" "Lantern Fishes (Myctophidae)"
8762140300 "LNX" "Lantern Fishes (Lampanyctus Spp)"
8762140317 "LAC" "Lantern Fish (Lampanyctus Crocodilus)"
8776010000 "FCY" "Cyprinids (Cyprinidae)"
8776010101 "FCP" "Common Carp (Cyprinus Carpio)"
8776010201 "FTE" "Tench (Tinca Tinca)"
8776010301 "FGF" "Gold Fish (Carassius Auratus)"
8776010302 "FCC" "Crucian Carp (Carassius Carassius)"
8776013201 "FID" "Orfe (Ide) (Leuciscus Idus)"
8776013202 "FDC" "Dace (Leuciscus Leuciscus)"
8776013203 "CUB" "Chub (Leuciscus Cephalus)"
8776013706 "FMW" "Minnow (Phoxinus Phoxinus)"
8776014101 "FBT" "Bitterling (Rhodeus (Sericeus) Amarus)"
8776014201 "FRD" "Rudd (Scardinius Erythrophthalmus)"
8776014401 "FRO" "Roach (Rutilus Rutilus)"
8776014501 "FBL" "Barbel (Barbus Barbus)"
8776014601 "FGN" "Gudgeon (Gobio Gobio)"
8776014701 "FSB" "Silver Bream (Blicca (Alburnus) Bjoerkna)"
8776014801 "FBK" "Bleak (Alburnus Alburnus)"
8776014900 "FBR" "Breams (Abramis Spp)"
8776014901 "FBM" "Bream (Abramis Brama)"
8776060000 "FLZ" "Loaches (Cobitidae)"
8776060201 "FSL" "Spined Loach (Cobitis Taenia)"
8776060301 "FTL" "Stone Loach (Noemacheilus Barbatulus)"
8777020605 "FHP" "Horned Pout (Ictalurus Nebulosus)"
8777050000 "FSI" "Fw Catfishes (Siluridae)"
8777050101 "SOM" "Fw Catfish (Wels) (Silurus Glanis)"
8784010000 "CFX" "Clingfishes (Gobiesocidae)"
8784010601 "CAC" "Connemarra Clingfish (Lepadogaster Candollei)"
8784010603 "SCF" "Shore Clingfish (Lepadogaster Lepadogaster)"
8784010701 "TSC" "Twp Spotted Clingfish (Diplecogaster Bimaculata)"
8784010801 "SCL" "Small-Headed Clingfish (Apletodon Microcephalus)"
8786010000 "ANX" "Angler Fishes (Lophiidae)"
8786010100 "ANF" "Anglers (=Monk) (Lophius Spp)"
8786010103 "MON" "Anglerfish (Monk) (Lophius Piscatorius)"
8786010104 "WAF" "Black-Bellied Anglerfish (Lophius Budegassa)"
8787020101 "HOH" "NA (Histrio Histrio)"
8787020203 "ASR" "NA (Antennarius Radiosus)"
8788030201 "DAF" "Atlantic Football-Fish (Himantolophus Groenlandicus)"
8788080101 "DAH" "Deep-Sea Anglerfish (Ceratias Holboelli)"
8788100102 "LEL" "NA (Linophryne Lucifer)"
8791010000 "MOR" "Morid Cods (Moridae)"
8791010101 "BAN" "Blue Antimora (Antimora Rostrata)"
8791010203 "LML" "NA (Laemonema Latifrons)"
8791010401 "MOM" "NA (Mora Moro)"
8791010501 "LPE" "NA (Lepidion Eques)"
8791010601 "HGA" "NA (Halargyreus Affinis (H.Johnsonii))"
8791030000 "GAD" "Codlike Fishes (Gadidae)"
8791030201 "POC" "Arctic Cod (Boreogadus Saida)"
8791030402 "COD" "Cod (Gadus Morhua)"
8791030801 "FBU" "Burbot (Lota Lota)"
8791030901 "POK" "Saithe (Pollachius Virens)"
8791030902 "POL" "Pollack (Pollachius Pollachius)"
8791031101 "USK" "Tusk (Brosme Brosme)"
8791031301 "HAD" "Haddock (Melanogrammus Aeglefinus)"
8791031500 "FRG" "NA (Enchelyopus)"
8791031501 "FRR" "Four-Bearded Rockling (Enchelyopus Cimbrius)"
8791031602 "GFB" "Greater Forkbeard (Phycis Blennoides)"
8791031701 "POD" "Poor Cod (Trisopterus Minutus)"
8791031702 "BIB" "Whiting-Pout (Bib) (Trisopterus Luscus)"
8791031703 "NOP" "Norway Pout (Trisopterus Esmarki)"
8791031801 "WHG" "Whiting (Merlangius Merlangus)"
8791031901 "LIN" "Common Ling (Molva Molva)"
8791031902 "BLI" "Blue Ling (Molva Dypterygia)"
8791031904 "SLI" "Spanish Ling (Molva Macrophthlma)"
8791032000 "ROL" "Rocklings (Gaidropsarus Spp)"
8791032001 "TBR" "Three-Bearded Rockling (Gaidropsarus Vulgaris)"
8791032002 "SRR" "Shore Rockling (Gaidropsarus Mediterraneus)"
8791032101 "SYP" "Silvery Pout (Gadiculus Argenteus)"
8791032201 "WHB" "Blue Whiting (Micromesistius Poutassou)"
8791032301 "LFB" "Lesser Forkbeard (Raniceps Raninus)"
8791032401 "FVR" "Five-Bearded Rockling (Ciliata Mustela)"
8791032402 "NNR" "Northern Rockling (Ciliata Septentrionalis)"
8791032501 "OGA" "NA (Onogadus Argenteus)"
8791032601 "AGM" "NA (Antonogadus Macropthalmus)"
8791040000 "HKY" "Hakes (Merlucciidae)"
8791040105 "HKE" "European Hake (Merluccius Merluccius)"
8792010607 "OPB" "NA (Ophidion Barbatum)"
8792020000 "PRX" "Pearlfishes (Carapidae)"
8792020202 "PRL" "Pearlfish (Echiodon Drummondi)"
8793010000 "EPX" "Eel-Pouts (Zoarcidae)"
8793010513 "LCS" "NA (Lycenchelys Sarsi)"
8793010700 "POU" "Eelpouts (Lycodes spp.)"
8793010724 "VLP" "Vahl'S Eelpout (Lycodes Vahlii)"
8793010725 "EEP" "Esmark'S Eelpout (Lycodes Esmarkii)"
8793012001 "ELP" "Eelpout/Viviparus Blenny (Zoarces Viviparus)"
8794010000 "RTX" "Rattails (Macrouridae)"
8794010100 "RNX" "NA (Coryphaenoides Spp)"
8794010117 "RNG" "Roundnose Grenadier (Coryphaenoides Rupestris)"
8794010405 "HRT" "Hollow Nosed Rattail (Coelorinchus Coelorhinchus)"
8794010601 "SRT" "Soft Headed Rattail (Malacocephalus Laevis)"
8794010801 "SRL" "Smooth Rattail (Nezumia Aequalis)"
8794011501 "RNR" "Roughnosed Rattail (Trachyrhynchus Trachyrhynchus)"
8794011502 "MYR" "Murray'S Rattail (Trachyrhynchus Murrayi)"
8794011601 "RHG" "Rough Rattail (Macrourus Berglax)"
8803010000 "FLY" "Flying Fishes (Exocoetidae)"
8803010101 "AFF" "Atlantic Flying Fish (Cypselurus Heterurus)"
8803010106 "CPB" "NA (Cypselurus Pinnatibarbatus)"
8803010501 "DSR" "NA (Danichthys Rondeletii)"
8803010701 "EXO" "NA (Exocoetus Obtusirostris)"
8803020000 "BEX" "NA (Belonidae)"
8803020502 "GAR" "Garfish (Belone Belone)"
8803030201 "SAU" "Saurey Pike (Scomberesox Saurus)"
8805020000 "SIL" "Sand-Smelts (Atherinidae)"
8805021002 "SMI" "NA (Atherina Boyeri)"
8805021003 "SMT" "Sand Smelt (Atherina Presbyter)"
8.806e+09 "DPX" "NA (Acanthopterygii)"
8810010101 "DSA" "NA (Diretmus Argenteus)"
8810020101 "DIR" "NA (Gephyroberyx Darwini)"
8810020201 "RHF" "Orange Rough-Fish (Hoplostethus Atlanticus)"
8810020202 "PIK" "Pink Rough-Fish (Hoplostethus Mediterraneus)"
8810050000 "BYX" "NA (Berycidae)"
8810050101 "BER" "Beryx (Beryx Decadactylus)"
8810050102 "LWB" "Lowes Beryx (Beryx Splendens)"
8811030301 "JOD" "John Dory (Zeus Faber)"
8811060301 "BOF" "Boar Fish (Capros Aper)"
8813010102 "OPA" "Opah (Moon-Fish) (Lampris Guttatus)"
8815020102 "DLF" "Deal Fish (Trachipterus Arcticus)"
8815030101 "RNF" "Ribbon Fish (Regalecus Glesne)"
8818010000 "SKB" "Sticklebacks (Gasterosteidae)"
8818010101 "TSS" "Three-Spined Stickleback (Gasterosteus Aculeatus)"
8818010201 "TNS" "Ten-Spined Stickleback (Pungitius Pungitius)"
8818010501 "SSS" "Sea Stickleback (Spinachia Spinachia)"
8819030101 "SNI" "Snipe-Fish (Macrorhamphosus Scolopax)"
8820020000 "PFX" "Pipe-Fishes/Seahorses (Syngnthidae)"
8820020119 "NPF" "Nilsson'S Pipefish (Syngnathus Rostellatus)"
8820020120 "GPF" "Great Pipefish (Syngnathus Acus)"
8820020123 "DPF" "Deep-Snouted Pipefish (Syngnathus Typhle)"
8820020209 "SNH" "Sea Horse (Short Snouted) (Hippocampus Hippocampus)"
8820020210 "SHE" "Sea Horse (Hippocampus Ramulosus)"
8820022101 "SKP" "Snake Pipefish (Entelurus Aequoreus)"
8820022201 "WPF" "Worm Pipefish (Nerophis Lumbriciformis)"
8820022202 "SNP" "Straight-Nosed Pipefish (Nerophis Ophidion)"
8.825e+09 "SFZ" "NA (Scorpaeniformes)"
8.826e+09 "SFY" "NA (Scorpaenoidei)"
8826010000 "SCO" "Scorpion Fishes (Scorpaenidae)"
8826010100 "REG" "Redfishes (Sebastes Spp)"
8826010139 "RED" "Redfish (Sebastes Marinus)"
8826010151 "REB" "Rose Fish (Sebastes Mentella)"
8826010175 "REV" "Redfish (Sebastes Viviparus)"
8826010301 "RBM" "Blue-Mouth Redfish (Helicolenus Dactylopterus)"
8826010628 "SCS" "NA (Scorpaena Scrofa)"
8826010629 "SPP" "NA (Scorpaena Porcus)"
8826011101 "SNF" "Scorpion Fish (Trachyscorpia Cristulata)"
8826020000 "ROX" "E.Atlantic Gurnards (Triglidae)"
8826020316 "AGD" "Armed Gurnard (Peristedion Cataphractum)"
8826020500 "GUX" "Gurnards (Trigla Spp)"
8826020501 "TUB" "Tub Gurnard (Trigla Lucerna)"
8826020503 "PIP" "Piper (Trigla Lyra)"
8826020601 "GUG" "Grey Gurnard (Eutrigla Gurnardus)"
8826020701 "GUS" "Streaked Gurnard (Trigloporus Lastoviza)"
8826020801 "GUR" "Red Gurnard (Aspitrigla Cuculus)"
8826020802 "GUL" "Long-Finned Gurnard (Aspitrigla Obscura)"
8.831e+09 "SFX" "NA (Cottoidei)"
8831020000 "CDY" "Bullheads And Sculpins (Cottidae)"
8831020308 "ARE" "NA (Artediellus Europaeus)"
8831020825 "BUL" "Bullhead (Cottus Gobio)"
8831022200 "SCU" "Sculpin (Myoxocephalus Spp)"
8831022205 "MQS" "Four Spined Sculpin (Myoxocephalus Quadricornis)"
8831022207 "BRT" "Bullrout (Myoxocephalus Scorpius)"
8831023807 "SPN" "Sculpin (Triglops Murrayi)"
8831024601 "SSN" "Sea Scorpion (Taurulus Bubalis)"
8831024602 "NVB" "Norway Bullhead (Taurulus Lilljeborgi)"
8831060101 "CTM" "NA (Cottunculus Microps)"
8831080000 "AGY" "NA (Agonidae)"
8831080803 "POG" "Pogge (Armed Bullhead) (Agonus Cataphractus)"
8831081801 "ATP" "Atlantic Poacher (Leptagonus Decagonus)"
8831090000 "CYW" "NA (Cyclopteridae)"
8831090232 "CPL" "NA (Careproctus Longipinnis)"
8831090234 "CSR" "NA (Careproctus Reinhardi)"
8831090800 "LPS" "Sea Snails (Liparis Spp)"
8831090828 "SSL" "Sea Snail (Liparis Liparis)"
8831090831 "MSS" "Montague'S Seasnail (Liparis Montagui)"
8831091501 "LUM" "Lumpsucker (Cyclopterus Lumpus)"
8.834e+09 "PPX" "NA (Perciformes)"
8.835e+09 "BSZ" "NA (Percoidei)"
8835020000 "BSX" "Basses And Sea-Perches (Serranidae)"
8835020435 "GPD" "Dusky Perch (Grouper) (Epinephelus Guaza)"
8835022316 "CMR" "Comber (Serranus Cabrilla)"
8835022801 "WKF" "Wreck-Fish (Polyprion Americanus)"
8835160000 "CTY" "NA (Centrarchidae)"
8835160201 "RBS" "Rock Bass (Ambloplites Rupestris)"
8835160505 "LMG" "NA (Lepomis Gibbosus)"
8835160601 "SMB" "Small-Mouthed Bass (Micropterus Dolomieui)"
8835160602 "LMB" "Large-Mouthed Bass (Micropterus Salmoides)"
8835180000 "AGW" "NA (Apogonidae)"
8835180403 "EGT" "NA (Epigonus Telescopus)"
8835181201 "RHS" "NA (Rhectogramma Sherborni)"
8835200000 "PCW" "NA (Percidae)"
8835200202 "FPE" "European Perch (Perca Fluviatilis)"
8835200403 "FPP" "Zander (Pike Perch) (Stizostedion Lucioperca)"
8835200601 "FRU" "Ruff (Pope) (Gymnocephalus Cernuus)"
8835270000 "ECW" "NA (Echeneidae)"
8835270103 "SKS" "Shark Sucker (Remora Remora)"
8835280000 "CGX" "NA (Carangidae)"
8835280100 "JAX" "Jack-Mackerels (Trachurus Spp)"
8835280103 "HOM" "Horse-Mackerel (Scad) (Trachurus Trachurus)"
8835280105 "HMM" "Mediterranean Scad (Trachurus Mediterraneus)"
8835280106 "JAA" "Blue Scad (Trachurus Picturatus)"
8835280801 "YWT" "Yellow Tail (Seriola Dumerili)"
8835280900 "POX" "NA (Trachinotus Spp)"
8835280911 "DIO" "Derbio (Trachinotus Ovatus)"
8835281501 "PLT" "Pilot Fish (Naucrates Ductor)"
8835282401 "LEE" "Leer Fish (Lichia Amia)"
8835330101 "CAM" "NA (Caristius Macropus)"
8835430000 "SBZ" "Sea Breams (Sparidae)"
8835430601 "RPG" "Redtail Porgy (Pagrus Pagrus)"
8835430801 "SBR" "Red Seabream (Pagellus Bogaraveo)"
8835430802 "SBA" "Auxillary Seabream (Pagellus Acarne)"
8835430804 "PAC" "Pandora (Pagellus Erythrinus)"
8835430901 "BOG" "Bogue (Boops Boops)"
8835431000 "DEX" "NA (Dentex Spp)"
8835431002 "DEL" "Large-Eyed Dentex (Dentex Macropthalmus)"
8835431005 "DEC" "Dentex (Dentex Dentex)"
8835431101 "SBG" "Gilt-Head Seabream (Sparus Auratus)"
8835431102 "SBC" "Couch'S Seabream (Sparus Pagurus)"
8835431201 "BKS" "Black Seabream (Spondyliosoma Cantharus)"
8835440000 "SCW" "NA (Sciaenidae)"
8835441107 "UAC" "NA (Umbrina Canariensis)"
8835441108 "UCR" "NA (Umbrina Cirrosa)"
8835442701 "MGR" "Meagre (Argyrosomus Regium)"
8835450000 "MLX" "Goatfishes (Red Mullets) (Mullidae)"
8835450200 "MUX" "Mullets (Red) (Mullus Spp)"
8835450202 "MUR" "Red Mullet (Mullus Surmuletus)"
8835450203 "MBB" "Red Mullet (Mullus Barbatus)"
8835700000 "CEY" "NA (Cepolidae)"
8835700102 "RPF" "Red Bandfish (Cepola Rubescens)"
8835710000 "BMX" "NA (Bramidae)"
8835710102 "POA" "Rays Bream (Pomfret) (Brama Brama)"
8835710301 "PYB" "NA (Pterycombus Brama)"
8835710403 "TAP" "NA (Taractes Asper)"
8835710701 "TAL" "NA (Taractichthys Longipinnis)"
8835750000 "BSM" "NA (Moronidae)"
8835750100 "BSE" "Basses (Dicentrarchus (Morone) Spp)"
8835750101 "ESB" "European Seabass (Dicentrarchus (Morone) Labrax)"
8835750102 "DMP" "NA (Dicentrarchus (Morone) Punctatus)"
8835750200 "BSA" "Basses (Morone Spp)"
8835750202 "STB" "Striped Bass (Morone Saxatilis)"
8836010000 "MUL" "Grey Mullets (Mugilidae)"
8836010101 "MTG" "Grey Mullet (Mugil Cephalus)"
8836010704 "MTL" "Thick Lipped Mullet (Chelon (Crenimugil) Labrosus)"
8836010901 "MTN" "Thin Lipped Mullet (Liza Ramada)"
8836010902 "MGN" "Golden Mullet (Liza Aurata)"
8839010000 "WRA" "Wrasses (Labridae)"
8839012306 "RBW" "Rainbow Wrasse (Coris Julis)"
8839013301 "CWG" "Corkwing (Crenilabrus Melops)"
8839013401 "SMW" "Small-Mouthed Wrasse (Centrolabrus Exoletus)"
8839013501 "GDY" "Goldsinny (Ctenolabrus Rupestris)"
8839013603 "BNW" "Ballan Wrasse (Labrus Bergylta)"
8839013605 "CUW" "Cuckoo Wrasse (Labrus Mixtus)"
8839013701 "SRW" "Scale-Rayed Wrasse (Acantholabrus Palloni)"
8840060101 "WEL" "Lesser Weever Fish (Trachinus (Echiichthys) Vipera)"
8840060102 "WEG" "Greater Weever Fish (Trachinus Draco)"
8842010000 "BNX" "Blennies (Blenniidae)"
8842010104 "BBY" "Butterfly Blenny (Blennius Ocellaris)"
8842010110 "TBY" "Tompot Blenny (Blennius(Parablennius)Gattorugine)"
8842010115 "SHY" "Shanny (Blennius (Lipophrys) Pholis)"
8842012401 "MBY" "Montague'S Blenny (Coryphoblennius Galerita)"
8842020000 "CAZ" "Rockfishes (Anarhichadidae)"
8842020100 "CAT" "Catfishes (Anarhichas Spp)"
8842020102 "CAJ" "Jelly Catfish (Anarhichas Denticulatus(Latifrons))"
8842020103 "CAA" "Catfish (Wolffish) (Anarhichas Lupus)"
8842020104 "CAS" "Spotted Catfish (Anarhichas Minor)"
8842120000 "SHZ" "NA (Stichaeidae)"
8842120505 "YBY" "Yarrel'S Blenny (Chirolophis Ascanii)"
8842120905 "SBY" "Snake Blenny (Lumpenus Lampretaeformis)"
8842121801 "SNB" "Spotted Snake Blenny (Leptoclinus Maculatus)"
8842130209 "BTF" "Butter Fish (Pholis Gunnellus)"
8845010000 "SAX" "Sandeels (Ammodytidae)"
8845010100 "SAN" "Sandeels (Ammodytes Spp)"
8845010105 "TSE" "Sandeel (Ammodytes Tobianus)"
8845010106 "MSE" "Sandeel (Ammodytes Marinus)"
8845010201 "SMS" "Smooth Sandeel (Gymnammodytes Semisquamatus)"
8845010301 "GSE" "Great Sandeel (Hyperoplus Lanceeolatus)"
8845010302 "ISE" "Immaculate Sandeel (Hyperoplus Immaculatus)"
8846010000 "DTX" "Dragonets (Callionymidae)"
8846010106 "CDT" "Common Dragonet (Callionymus Lyra)"
8846010107 "SDT" "Spotted Dragonet (Callionymus Maculatus)"
8846010120 "RDT" "Reticulate Dragonet (Callionymus Reticulatus)"
8.847e+09 "FGX" "Gobies (Gobioidei)"
8847010000 "GPA" "Gobies (Gobiidae)"
8847011300 "GOB" "Gobies (Gobius Spp)"
8847011304 "GNG" "Golden Goby (Gobius Auratus)"
8847011307 "GTG" "Giant Goby (Gobius Cobitis)"
8847011308 "GBC" "NA (Gobius Cruentatus)"
8847011316 "BLG" "Black Goby (Gobius Niger)"
8847011320 "RKG" "Rock Goby (Gobius Paganellus)"
8847011325 "GSV" "Steven'S Goby (Gobius Gasteveni)"
8847014901 "CLG" "Crystal Goby (Crystallogobius Linearis)"
8847015001 "TSG" "Two-Spot Goby (Gobiusculus (Chaparrudo) Flavescens)"
8847015101 "SDG" "Sand Goby (Pomatoschistus Minutus)"
8847015102 "PTG" "Painted Goby (Pomatoschistus Pictus)"
8847015103 "GMG" "Common Goby (Pomatoschistus Microps)"
8847015104 "NVG" "Norwegian Goby (Pomatoschistus Norvegicus)"
8847016501 "GOD" "Diminutive Goby (Lebetus Scorpioides (=L.Orca))"
8847016502 "GOG" "Guillet'S Goby (Lebetus Guilleti)"
8847016601 "TPG" "Transparent Goby (Aphia Minuta)"
8847016702 "FSG" "Frie'S Goby (Lesueurigobius Friesii)"
8847016802 "JYG" "Jeffrey'S Goby (Buenia Jeffreysii)"
8847016901 "LSG" "Leopard Spotted Goby (Thorogobius Ephippiatus)"
8.85e+09 "MKX" "NA (Scombroidei)"
8850010000 "ESX" "Escolars (Gemplydae)"
8850010401 "ESR" "Escolar (Ruvettus Pretiosus)"
8850010701 "NAN" "NA (Nesiarchus Nasutus)"
8850020000 "CUT" "Scabbard Fishes (Trichiuridae)"
8850020101 "SSF" "Silvery Scabbard Fish (Benthodesmus Simonyi)"
8850020201 "HTL" "Hair Tail (Trichiurus Lepturus)"
8850020301 "BSF" "Black Scabbard Fish (Aphanopus Carbo)"
8850020401 "SFS" "Cutlass Fish (Lepidopus Caudatus)"
8850030000 "MAX" "Mackerels (Scombridae)"
8850030101 "SJT" "Skipjack Tuna (Euthynnus Pelamis)"
8850030105 "LTU" "Little Tuny (Euthynnus Quadripunctatus)"
8850030202 "BON" "Bonito (Sarda Sarda)"
8850030301 "SPM" "Spanish Mackerel (S.Japonicus)"
8850030302 "MAC" "(European) Mackerel (Scomber Scombrus)"
8850030401 "ALB" "Albacore (Thunnus Alalunga)"
